model_1,False,1,6.318534577216529,-0.06156053734012129
model_2,False,1,7.593100204457075,0.010176850309767647
model_3,False,1,7.71855801655761,0.11950040221878042
model_4,False,1,7.748373827294221,0.14264708929387535
model_5,False,1,7.659625101124011,0.0564506773570275
model_6,False,1,7.505226394768038,-0.1765155401436994
model_7,False,1,7.536526035083997,-0.278880599837746
model_8,False,1,13.822247597499326,-0.01841461452665139
model_9,False,1,6.491017086530077,0.058114190353446206
model_10,False,1,13.86529815202631,0.021937627183338856
